faa,name,lat,lon,alt,tz,dst,tzone,state
MYR,Myrtle Beach Intl,33.67975,-78.928333,25,-5,A,America/New_York,south carolina
MYU,Mekoryuk Airport,60.3714,-166.271,48,-9,A,America/Anchorage,alaska
MYV,Yuba County Airport,39.553,-121.3411,62,-8,A,America/Los_Angeles,california
MZJ,Pinal Airpark,32.509722,-111.325278,1893,-7,N,America/Phoenix,arizona
N53,Stroudsburg-Pocono Airport,41.358717,-75.1606789,480,-5,A,America/New_York,pennsylvania
N69,Stormville Airport,41.5769708,-73.7323514,358,-5,A,America/New_York,new york
N87,Trenton-Robbinsville Airport,40.2139444,-74.6017778,118,-5,A,America/New_York,new jersey
NBG,New Orleans Nas Jrb,29.825333,-90.035,3,-6,A,America/Chicago,louisiana
NBU,Naval Air Station,42.90556,-87.8225,653,-6,A,America/Chicago,wisconsin
NCN,Chenega Bay Airport,60.77222,-147.991944,72,-9,A,America/Anchorage,alaska
NEL,Lakehurst Naes,40.33333,-74.353333,103,-5,A,America/New_York,new jersey
NEW,Lakefront,30.424167,-90.02825,7,-6,A,America/Chicago,louisiana
NFL,Fallon Nas,39.416584,-118.70098,3934,-8,A,America/Los_Angeles,nevada
NGF,Kaneohe Bay Mcaf,21.450453,-157.768,24,-10,A,Pacific/Honolulu,hawaii
NGP,Corpus Christi NAS,27.692701,-97.290376,18,-6,A,America/Chicago,texas
NGU,Norfolk Ns,36.937644,-76.289289,15,-5,A,America/New_York,north carolina
NGZ,NAS Alameda,37.7861,-122.3186,10,-8,U,America/Los_Angeles,california
NHK,Patuxent River Nas,38.285981,-76.411781,39,-5,A,America/New_York,maryland
NIB,Nikolai Airport,63.10833,-154.383889,427,-9,A,America/Anchorage,alaska
NID,China Lake Naws,35.685422,-117.692039,2283,-8,A,America/Los_Angeles,california
NIP,Jacksonville Nas,30.235834,-81.680556,22,-5,A,America/New_York,florida
NJK,El Centro Naf,32.829222,-115.671667,-42,-8,A,America/Los_Angeles,california
NKT,Cherry Point Mcas,34.900872,-76.880733,29,-5,A,America/New_York,north carolina
NKX,Miramar Mcas,32.867694,-117.14175,478,-8,A,America/Los_Angeles,california
NLC,Lemoore Nas,36.333012,-119.95208,234,-8,A,America/Los_Angeles,california
NLG,Nelson Lagoon,56.75,-161.160278,14,-9,A,America/Anchorage,alaska
NME,Nightmute Airport,60.471111,-164.700833,4,-9,A,America/Anchorage,alaska
NMM,Meridian Nas,32.552083,-88.555557,317,-6,A,America/Chicago,mississippi
NNL,Nondalton Airport,59.966944,-154.851667,262,-9,A,America/Anchorage,alaska
NOW,Port Angeles Cgas,48.141481,-123.414075,13,-8,A,America/Los_Angeles,washington
NPA,Pensacola Nas,30.352656,-87.318647,28,-6,A,America/Chicago,florida
NPZ,Porter County Municipal Airport,41.4539722,-87.0070833,770,-6,A,America/Chicago,illinois
NQA,Millington Rgnl Jetport,35.356667,-89.870278,320,-6,A,America/Chicago,tennessee
NQI,Kingsville Nas,27.507223,-97.809723,50,-6,A,America/Chicago,texas
NQX,Key West Nas,24.575834,-81.688889,6,-5,A,America/New_York,florida
NSE,Whiting Fld Nas North,30.724167,-87.021944,199,-6,A,America/Chicago,florida
NTD,Point Mugu Nas,34.120285,-119.12094,13,-8,A,America/Los_Angeles,california
NTU,Oceana Nas,36.820703,-76.033542,22,-5,A,America/New_York,virginia
NUI,Nuiqsut Airport,70.21,-151.005556,38,-9,A,America/Anchorage,alaska
NUL,Nulato Airport,64.729444,-158.074167,399,-9,A,America/Anchorage,alaska
NUP,Nunapitchuk Airport,60.905833,-162.439167,12,-9,A,America/Anchorage,alaska
NUQ,Moffett Federal Afld,37.416142,-122.049139,32,-8,A,America/Los_Angeles,california
NUW,Whidbey Island Nas,48.351803,-122.655906,47,-8,A,America/Los_Angeles,washington
NXP,Twentynine Palms Eaf,34.296161,-116.162203,2051,-8,A,America/Los_Angeles,california
NXX,Willow Grove Nas Jrb,40.199833,-75.148167,358,-5,A,America/New_York,pennsylvania
NY9,Long Lake,43.9750617,-74.42044,1629,-5,A,America/New_York,new york
NYC,All Airports,40.714167,-74.005833,31,-5,A,America/New_York,new jersey
NYG,Quantico Mcaf,38.501683,-77.305333,11,-5,A,America/New_York,virginia
NZC,Cecil Field,30.2187,-81.8767,81,-5,A,America/New_York,florida
NZJ,El Toro,33.676132,-117.731164,383,-8,A,America/Los_Angeles,california
NZY,North Island Nas,32.699219,-117.21531,26,-8,A,America/Los_Angeles,california
O03,Morgantown Airport,40.1570414,-75.8704892,600,-5,A,America/New_York,new jersey
O27,Oakdale Airport,37.7563333,-120.8001944,237,-8,A,America/Los_Angeles,california
OAJ,Albert J Ellis,34.829164,-77.612139,94,-5,A,America/New_York,north carolina
OAK,Metropolitan Oakland Intl,37.721278,-122.220722,9,-8,A,America/Los_Angeles,california
OAR,Marina Muni,36.681878,-121.762347,134,-8,A,America/Los_Angeles,california
OBE,County,27.265833,-80.851111,34,-5,A,America/New_York,florida
OBU,Kobuk Airport,66.912222,-156.897222,137,-9,A,America/Anchorage,alaska
OCA,Key Largo,25.325393,-80.274775,8,-5,A,America/New_York,florida
OCF,International Airport,29.1725,-82.224167,89,-5,A,America/New_York,florida
OEB,Branch County Memorial Airport,41.9335691,-85.0522935,959,-5,A,America/New_York,michigan
OFF,Offutt Afb,41.118332,-95.912511,1052,-6,A,America/Chicago,nebraska
OGG,Kahului,20.89865,-156.430458,54,-10,N,Pacific/Honolulu,hawaii
OGS,Ogdensburg Intl,44.681854,-75.4655,297,-5,A,America/New_York,new york
OJC,Johnson County Airport,38.5051,-94.4415,1096,-6,A,America/Chicago,kansas
OKC,Will Rogers World,35.393089,-97.600733,1295,-6,A,America/Chicago,oklahoma
OLF,LM Clayton Airport,48.94444,-105.575,1986,-7,A,America/Denver,montana
OLH,Old Harbor Airport,57.218056,-153.269722,55,-9,A,America/Anchorage,alaska
OLM,Olympia Regional Airpor,46.9694044,-122.9025447,209,-8,A,America/Los_Angeles,washington
OLS,Nogales Intl,31.417722,-110.84789,3955,-7,A,America/Phoenix,arizona
OLT,San Diego Old Town Transit Center,32.7552,-117.1995,0,-8,A,America/Los_Angeles,california
OLV,Olive Branch Muni,34.876944,-89.783333,350,-6,A,America/Chicago,mississippi
OMA,Eppley Afld,41.303167,-95.894069,984,-6,A,America/Chicago,nebraska
OME,Nome,64.512203,-165.445247,37,-9,A,America/Anchorage,alaska
OMN,Ormond Beach municipal Airport,29.1804,-81.06497,28,-5,A,America/New_York,florida
ONH,Oneonta Municipal Airport,42.524722,-75.064444,1763,-5,A,America/New_York,new york
ONP,Newport Municipal Airport,44.580361,-124.057917,160,-8,A,America/Los_Angeles,oregon
ONT,Ontario Intl,34.56,-117.601194,944,-8,A,America/Los_Angeles,california
OOK,Toksook Bay Airport,60.541389,-165.087222,59,-9,A,America/Anchorage,alaska
OPF,Opa Locka,25.907,-80.278389,8,-5,A,America/New_York,florida
OQN,Brandywine Airport,39.5924,-75.3455,466,-5,A,America/New_York,pennsylvania
OQU,Quonset State Airport,41.5971389,-71.4121389,18,-5,A,America/New_York,rhode island
ORD,Chicago Ohare Intl,41.978603,-87.904842,668,-6,A,America/Chicago,illinois
ORF,Norfolk Intl,36.894611,-76.201222,26,-5,A,America/New_York,virginia
ORH,Worcester Regional Airport,42.2673,-71.8757,1009,-5,A,America/New_York,massachusetts
ORI,Port Lions Airport,57.885278,-152.846111,52,-9,A,America/Anchorage,alaska
ORL,Executive,28.545464,-81.332936,113,-5,A,America/New_York,florida
ORT,Northway,62.961334,-141.929136,1716,-9,A,America/Anchorage,alaska
ORV,Robert Curtis Memorial Airport,66.8175,-161.022222,55,-9,A,America/Anchorage,alaska
OSC,Oscoda Wurtsmith,44.451558,-83.394053,634,-5,A,America/New_York,michigan
OSH,Wittman Regional Airport,44.24983,-88.551336,790,-6,A,America/Chicago,wisconsin
OSU,Ohio State University Airport,40.798,-83.073,905,-5,U,America/New_York,ohio
OTH,Southwest Oregon Regional Airport,43.4171,-124.246,17,-8,A,America/Los_Angeles,oregon
OTS,Anacortes Airport,48.498889,-122.6625,241,-8,A,America/Los_Angeles,washington
OTZ,Ralph Wien Mem,66.884678,-162.59855,11,-9,A,America/Anchorage,alaska
OWB,Owensboro Daviess County Airport,37.7401,-87.1668,406,-6,A,America/Chicago,kentucky
OWD,Norwood Memorial Airport,42.1905278,-71.1729444,49,-5,A,America/New_York,massachusetts
OXC,Waterbury-Oxford Airport,41.4785556,-73.13525,726,-5,A,America/New_York,connecticut
OXD,Miami University Airport,39.5022607,-84.7843814,1040,-5,U,America/New_York,ohio
OXR,Oxnard - Ventura County,34.200833,-119.207222,15,-8,A,America/Los_Angeles,california
OZA,Ozona Muni,30.735281,-101.202972,2381,-6,A,America/Chicago,texas
P08,Coolidge Municipal Airport,32.9359016418457,-111.427002,1574,-7,A,America/Phoenix,arizona
P52,Cottonwood Airport,34.7299995422363,-112.0350037,3550,-7,A,America/Phoenix,montana
PAE,Snohomish Co,47.906342,-122.281564,606,-8,A,America/Los_Angeles,washington
PAH,Barkley Regional Airport,37.602875,-88.7729583,410,-6,A,America/Chicago,kentucky
PAM,Tyndall Afb,30.69567,-85.575417,17,-6,A,America/Chicago,florida
PAO,Palo Alto Airport of Santa Clara County,37.4611111,-122.1150556,7,-8,A,America/Los_Angeles,california
PAQ,Palmer Muni,61.594914,-149.088711,242,-9,A,America/Anchorage,alaska
PBF,Grider Fld,34.173142,-91.935597,206,-6,A,America/Chicago,arkansas
PBG,Plattsburgh Intl,44.650944,-73.468139,234,-5,A,America/New_York,new york
PBI,Palm Beach Intl,26.683161,-80.095589,19,-5,A,America/New_York,florida
PBV,St George,56.578344,-169.661611,125,-9,A,America/Anchorage,alaska
PBX,Pike County Airport - Hatcher Field,37.5617639,-82.5663889,1473,-5,A,America/New_York,kentucky
PCW,Erie-Ottawa Regional Airport,41.5162703,-82.8694868,590,-5,U,America/New_York,ohio
PCZ,Waupaca Municipal Airport,44.33325,-89.0197778,840,-6,A,America/Chicago,wisconsin
PDB,Pedro Bay Airport,59.782222,-154.1325,45,-9,A,America/Anchorage,alaska
PDK,Dekalb-Peachtree Airport,33.8756111,-84.3019722,1003,-5,A,America/New_York,georgia
PDT,Eastern Oregon Regional Airport,45.695,-118.841389,1497,-8,A,America/Los_Angeles,oregon
PDX,Portland Intl,45.588722,-122.5975,30,-8,A,America/Los_Angeles,washington
PEC,Pelican Seaplane Base,57.955278,-136.236389,0,-9,A,America/Anchorage,louisiana
PEQ,Pecos Municipal Airport,31.3823889,-103.5107222,2613,-6,A,America/Chicago,texas
PFN,Panama City Bay Co Intl,30.212083,-85.682806,20,-6,A,America/Chicago,florida
PGA,Page Municipal Airport,36.9261,-111.4483,4316,-7,A,America/Phoenix,arizona
PGD,Charlotte County-Punta Gorda Airport,26.919722,-81.990556,26,-5,A,America/New_York,florida
PGV,Pitt-Greenville Airport,35.635278,-77.385278,27,-5,A,America/New_York,north carolina
PHD,Harry Clever Field Airport,40.4701667,-81.4199444,894,-5,A,America/New_York,ohio
PHF,Newport News Williamsburg Intl,37.131894,-76.492989,43,-5,A,America/New_York,virginia
PHK,Pahokee Airport,26.789,-80.692,18,-5,A,America/New_York,florida
PHL,Philadelphia Intl,39.871944,-75.241139,36,-5,A,America/New_York,pennsylvania
PHN,St Clair Co Intl,42.910957,-82.528862,650,-5,A,America/New_York,michigan
PHO,Point Hope Airport,68.3488,-166.799,12,-9,A,America/Anchorage,alaska
PHX,Phoenix Sky Harbor Intl,33.434278,-112.011583,1135,-7,N,America/Phoenix,arizona
PIA,Peoria Regional,40.664203,-89.693258,660,-6,A,America/Chicago,illinois
PIB,Hattiesburg Laurel Regional Airport,31.4671,-89.3371,298,-6,A,America/Chicago,mississippi
PIE,St Petersburg Clearwater Intl,27.910167,-82.687389,10,-5,A,America/New_York,florida
PIH,Pocatello Regional Airport,42.9098,-112.596,4452,-7,A,America/Denver,idaho
PIM,Harris County Airport,32.8406944,-84.8824444,902,-5,A,America/New_York,georgia
PIP,Pilot Point Airport,57.585393,-157.571944,57,-9,A,America/Anchorage,alaska
PIR,Pierre Regional Airport,44.3827,-100.286,1742,-6,A,America/Chicago,south dakota
PIT,Pittsburgh Intl,40.491467,-80.232872,1204,-5,A,America/New_York,pennsylvania
PIZ,Point Lay Lrrs,69.732875,-163.005342,25,-9,A,America/Anchorage,alaska
PKB,Mid-Ohio Valley Regional Airport,39.3451039,-81.4392031,858,-5,A,America/New_York,west virginia
PLN,Pellston Regional Airport of Emmet County Airport,45.5709,-84.7967,720,-5,A,America/New_York,michigan
PMB,Pembina Muni,48.942501,-97.240833,795,-6,A,America/Chicago,north dakota
PMD,Palmdale Rgnl Usaf Plt 42,34.629391,-118.08456,2543,-8,A,America/Los_Angeles,california
PML,Port Moller Airport,56.6111,-160.560833,20,-9,A,America/Anchorage,alaska
PMP,Pompano Beach Airpark,26.2471389,-80.1110556,19,-5,A,America/New_York,florida
PNC,Ponca City Rgnl,36.731958,-97.099781,1007,-6,A,America/Chicago,oklahoma
PNE,Northeast Philadelphia,40.81944,-75.010586,121,-5,A,America/New_York,pennsylvania
PNM,Princeton Muni,45.559868,-93.608217,979,-6,A,America/Chicago,minnesota
PNS,Pensacola Rgnl,30.473425,-87.186611,121,-6,A,America/Chicago,florida
POB,Pope Field,35.170883,-79.014472,217,-5,A,America/New_York,indiana
POC,Brackett Field,34.916667,-117.7817778,1014,-8,A,America/Los_Angeles,california
POE,Polk Aaf,31.44833,-93.191667,330,-6,A,America/Chicago,louisiana
POF,Poplar Bluff Municipal Airport,36.77394444,-90.3248611,331,-6,A,America/Chicago,missouri
PPC,Prospect Creek Airport,66.814167,-150.643611,1095,-9,A,America/Anchorage,alaska
PPV,Port Protection Seaplane Base,56.328889,-133.61,0,-9,A,America/Anchorage,alaska
PQI,Northern Maine Rgnl At Presque Isle,46.688958,-68.044797,534,-5,A,America/New_York,maine
PQS,Pilot Station Airport,61.934444,-162.899444,305,-9,A,America/Anchorage,alaska
PRC,Ernest A Love Fld,34.654472,-112.419583,5045,-7,A,America/Phoenix,arizona
PRL,Port Oceanic Airport,60.2083333,-147.8194444,142,-9,A,America/Anchorage,alaska
PSC,Tri Cities Airport,46.2647,-119.119,410,-8,A,America/Los_Angeles,new york
PSG,Petersburg James A. Johnson,56.801667,-132.945278,105,-9,A,America/Anchorage,alaska
PSM,Pease International Tradeport,43.779,-70.8233,100,-5,A,America/New_York,new hampshire
PSP,Palm Springs Intl,33.829667,-116.506694,477,-8,A,America/Los_Angeles,california
PSX,Palacios Muni,28.727508,-96.250958,14,-6,A,America/Chicago,texas
PTA,Port Alsworth Airport,60.208281,-154.306586,253,-9,A,America/Anchorage,alaska
PTB,Dinwiddie County Airport,37.18375,-77.507388,193,-5,A,America/New_York,virginia
PTH,Port Heiden Airport,56.9591,-158.633,95,-9,A,America/Anchorage,alaska
PTK,Oakland Co. Intl,42.667,-83.35,980,-5,A,America/New_York,michigan
PTU,Platinum,59.11356,-161.819664,15,-9,A,America/Anchorage,alaska
PUB,Pueblo Memorial,38.289085,-104.496572,4726,-7,A,America/Denver,colorado
PUC,Carbon County Regional-Buck Davis Field,39.609722,-110.75278,5957,-7,A,America/Denver,utah
PUW,Pullman-Moscow Rgnl,46.743861,-117.109583,2556,-8,A,America/Los_Angeles,washington
PVC,Provincetown Muni,42.71945,-70.22139,9,-5,A,America/New_York,massachusetts
PVD,Theodore Francis Green State,41.732581,-71.420383,55,-5,A,America/New_York,rhode island
PVU,Provo Municipal Airport,40.21805555,-111.7222222,4497,-7,A,America/Denver,utah
PWK,Chicago Executive,42.1142897,-87.9015376,647,-6,A,America/Chicago,illinois
PWM,Portland Intl Jetport,43.646161,-70.309281,77,-5,A,America/New_York,maine
PWT,Bremerton National,47.490244,-122.764814,444,-8,A,America/Los_Angeles,washington
PYM,Plymouth Municipal Airport,41.9090278,-70.7287778,148,-5,A,America/New_York,new hampshire
PYP,Centre-Piedmont-Cherokee County Regional Airport,34.899167,-85.6100833,595,-6,A,America/Chicago,georgia
R49,Ferry County Airport,48.7182058,-118.6564714,2522,-8,A,America/Los_Angeles,washington
RAC,John H. Batten Airport,42.7605,-87.8152,674,-6,A,America/Chicago,wisconsin
RAL,Riverside Muni,33.951875,-117.445103,818,-8,A,America/Los_Angeles,california
RAP,Rapid City Regional Airport,44.45278,-103.057222,3204,-7,A,America/Denver,south dakota
RBD,Dallas Executive Airport,32.680833,-96.868333,201,-6,A,America/Chicago,texas
RBK,French Valley Airport,33.5741791,-117.1284732,1350,-8,A,America/Los_Angeles,california
RBM,Robinson Aaf,34.850089,-92.300153,587,-6,A,America/Chicago,arkansas
RBN,Fort Jefferson,24.61667,-82.86667,0,-5,A,America/New_York,florida
RBY,Ruby Airport,64.7272,-155.47,653,-9,A,America/Anchorage,maine
RCA,Ellsworth Afb,44.145042,-103.103567,3279,-7,A,America/Denver,south dakota
RCE,Roche Harbor Seaplane Base,48.608056,-123.159722,0,-8,A,America/Los_Angeles,washington
RCZ,Richmond County Airport,34.8913056,-79.7596111,358,-5,A,America/New_York,north carolina
RDD,Redding Muni,40.509,-122.293389,504,-8,A,America/Los_Angeles,california
RDG,Reading Regional Carl A Spaatz Field,40.3785,-75.9652,344,-5,A,America/New_York,pennsylvania
RDM,Roberts Fld,44.254066,-121.149964,3077,-8,A,America/Los_Angeles,oregon
RDR,Grand Forks Afb,47.961098,-97.401194,913,-6,A,America/Chicago,north dakota
RDU,Raleigh Durham Intl,35.877639,-78.787472,435,-5,A,America/New_York,north carolina
RDV,Red Devil Airport,61.788056,-157.350278,174,-9,A,America/Anchorage,alaska
REI,Redlands Municipal Airport,34.8525,-117.146388,1574,-8,A,America/Los_Angeles,california
RFD,Chicago Rockford International Airport,42.1953611,-89.0972222,742,-6,A,America/Chicago,illinois
RHI,Rhinelander Oneida County Airport,45.6312,-89.4675,1624,-6,A,America/Chicago,wisconsin
RIC,Richmond Intl,37.505167,-77.319667,167,-5,A,America/New_York,virginia
RID,Richmond Municipal Airport,39.7561006,-84.8427175,1140,-5,U,America/New_York,texas
RIF,Richfield Minicipal Airport,38.7364361,-112.0989444,5301,-7,A,America/Denver,utah
RIL,Garfield County Regional Airport,39.5263056,-107.7269444,5548,-7,A,America/Denver,colorado
RIR,Flabob Airport,33.988778,-117.409971,764,-8,A,America/Los_Angeles,california
RIU,Rancho Murieta,38.486778,-121.102778,141,-8,A,America/Los_Angeles,california
RIV,March Arb,33.880711,-117.259453,1535,-8,A,America/Los_Angeles,california
RIW,Riverton Regional,43.64167,-108.459722,5525,-7,A,America/Denver,wyoming
RKD,Knox County Regional Airport,44.601111,-69.0992303,56,-5,A,America/New_York,maine
RKH,Rock Hill York Co Bryant Airport,34.9878,-81.0572,667,-5,A,America/New_York,south carolina
RKP,Aransas County Airport,28.862222,-97.0436944,24,-6,A,America/Chicago,texas
RKS,Rock Springs Sweetwater County Airport,41.5942,-109.065,6760,-7,A,America/Denver,wyoming
RME,Griffiss Afld,43.2338,-75.407033,504,-5,A,America/New_York,new york
RMG,Richard B Russell Airport,34.3507778,-85.1586667,664,-5,A,America/New_York,georgia
RMP,Rampart Airport,65.507778,-150.140833,302,-9,A,America/Anchorage,alaska
RMY,Brooks Field Airport,42.2511932,-84.9554443,941,-5,A,America/New_York,kentucky
RND,Randolph Afb,29.529675,-98.2789,762,-6,A,America/Chicago,texas
RNM,Ramona Airport,33.391667,-116.91525,1395,-8,A,America/Los_Angeles,california
RNO,Reno Tahoe Intl,39.499108,-119.768108,4415,-8,A,America/Los_Angeles,nevada
RNT,Renton,47.4931389,-122.21575,32,-8,A,America/Los_Angeles,washington
ROA,Roanoke Regional,37.325472,-79.975417,1175,-5,A,America/New_York,virginia
ROC,Greater Rochester Intl,43.118866,-77.672389,559,-5,A,America/New_York,new york
ROW,Roswell Intl Air Center,33.301556,-104.530556,3671,-7,A,America/Denver,new mexico
RSH,Russian Mission Airport,61.775,-161.319444,51,-9,A,America/Anchorage,alaska
RSJ,Rosario Seaplane Base,48.645556,-122.868056,0,-8,A,America/Los_Angeles,washington
RST,Rochester,43.908283,-92.500014,1317,-6,A,America/Chicago,minnesota
RSW,Southwest Florida Intl,26.536167,-81.755167,30,-5,A,America/New_York,florida
RUT,Rutland State Airport,43.5294,-72.9496,787,-5,A,America/New_York,vermont
RVS,Richard Lloyd Jones Jr Airport,36.396111,-95.9846389,638,-6,A,America/Chicago,oklahoma
RWI,Rocky Mount Wilson Regional Airport,35.8563,-77.8919,159,-5,A,America/New_York,north carolina
RWL,Rawlins Municipal Airport-Harvey Field,41.8055975,-107.19994,6813,-7,A,America/Denver,wyoming
RYY,Cobb County Airport-Mc Collum Field,34.131569,-84.5970556,1041,-5,A,America/New_York,georgia
S30,Lebanon State,44.3179,-122.5577,344,-8,A,America/Los_Angeles,oregon
S40,Prosser,46.128,-119.4773,705,-8,A,America/Los_Angeles,illinois
S46,Port O\\'Connor Airfield,28.429977,-96.442859,10,-6,A,America/Chicago,texas
SAA,Shively Field Airport,41.4448594,-106.8235264,7012,-7,A,America/Denver,wyoming
SAC,Sacramento Executive,38.512524,-121.49347,24,-8,A,America/Los_Angeles,california
SAD,Safford Regional Airport,32.8533333,-109.6350833,3179,-7,N,America/Phoenix,arizona
SAF,Santa Fe Muni,35.617108,-106.089422,6348,-7,A,America/Denver,new mexico
SAN,San Diego Intl,32.733556,-117.189667,17,-8,A,America/Los_Angeles,california
SAT,San Antonio Intl,29.533694,-98.469778,809,-6,A,America/Chicago,texas
SAV,Savannah Hilton Head Intl,32.127583,-81.202139,51,-5,A,America/New_York,georgia
SBA,Santa Barbara Muni,34.426211,-119.840372,10,-8,A,America/Los_Angeles,california
SBD,San Bernardino International Airport,34.953521,-117.2348722,1159,-8,A,America/Los_Angeles,california
SBM,Sheboygan County Memorial Airport,43.7696,-87.851402,755,-6,A,America/Chicago,wisconsin
SBN,South Bend Rgnl,41.708661,-86.31725,799,-5,A,America/New_York,indiana
SBO,Emanuel Co,32.609139,-82.369944,327,-5,A,America/New_York,georgia
SBP,San Luis County Regional Airport,35.2368,-120.642,212,-8,A,America/Los_Angeles,california
SBS,Steamboat Springs Airport-Bob Adams Field,40.51625,-106.8663056,6882,-7,A,America/Denver,colorado
SBY,Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289,52,-5,A,America/New_York,maryland
SCC,Deadhorse,70.19475,-148.465167,64,-9,A,America/Anchorage,alaska
SCE,University Park Airport,40.849278,-77.848694,1239,-5,A,America/New_York,pennsylvania
SCH,Stratton ANGB - Schenectady County Airpor,42.85245555,-73.92886667,378,-5,A,America/New_York,new york
SCK,Stockton Metropolitan,37.894167,-121.238306,33,-8,A,America/Los_Angeles,california
SCM,Scammon Bay Airport,61.845278,-165.571389,14,-9,A,America/Anchorage,alaska
SDC,Williamson-Sodus Airport,43.2347904,-77.119444,424,-5,A,America/New_York,new york
SDF,Louisville International Airport,38.1740858,-85.7364989,501,-5,A,America/New_York,kentucky
SDM,Brown Field Municipal Airport,32.5722722,-116.9801611,526,-8,A,America/Los_Angeles,california
SDP,Sand Point Airport,55.315,-160.523,21,-9,A,America/Anchorage,alaska
SDX,Sedona,34.848628,-111.788472,4830,-7,A,America/Phoenix,arizona
SDY,Sidney-Richland Municipal Airport,47.706944,-104.1925,1984,-7,A,America/Denver,montana
SEA,Seattle Tacoma Intl,47.449,-122.309306,433,-8,A,America/Los_Angeles,washington
SEE,Gillespie,32.8262222,-116.9724444,388,-8,A,America/Los_Angeles,maine
SEF,Regional - Hendricks AAF,27.456389,-81.342222,63,-5,A,America/New_York,florida
SEM,Craig Fld,32.343947,-86.987803,166,-6,A,America/Chicago,alabama
SES,Selfield Airport,32.4404,-86.9522,131,-6,A,America/Chicago,alabama
SFB,Orlando Sanford Intl,28.777639,-81.237489,55,-5,A,America/New_York,florida
SFF,Felts Fld,47.682819,-117.322558,1953,-8,A,America/Los_Angeles,washington
SFM,Sanford Regional,43.39383,-70.708,244,-5,A,America/New_York,maine
SFO,San Francisco Intl,37.618972,-122.374889,13,-8,A,America/Los_Angeles,california
SFZ,North Central State,41.920764,-71.491381,441,-5,A,America/New_York,rhode island
SGF,Springfield Branson Natl,37.245667,-93.388639,1268,-6,A,America/Chicago,missouri
SGH,Springfield-Beckly Municipal Airport,39.8402778,-83.8401667,1051,-5,A,America/New_York,ohio
SGJ,St. Augustine Airport,29.95925,-81.3397222,10,-5,A,America/New_York,florida
SGR,Sugar Land Regional Airport,29.62225,-95.6565278,82,-6,A,America/Chicago,texas
SGU,St George Muni,37.90583,-113.593056,2941,-7,A,America/Denver,utah
SGY,Skagway Airport,59.4601,-135.316,44,-9,A,America/Anchorage,alaska
SHD,Shenandoah Valley Regional Airport,38.263889,-78.896389,1201,-5,A,America/New_York,virginia
SHG,Shungnak Airport,66.888056,-157.1625,197,-9,A,America/Anchorage,alaska
SHH,Shishmaref Airport,66.2496,-166.089,12,-9,A,America/Anchorage,alaska
SHR,Sheridan County Airport,44.7692,-106.98,4021,-7,A,America/Denver,wyoming
SHV,Shreveport Rgnl,32.446629,-93.8256,258,-6,A,America/Chicago,louisiana
SHX,Shageluk Airport,62.692222,-159.569167,79,-9,A,America/Anchorage,alaska
SIK,Sikeston Memorial Municipal,36.8988889,-89.56175,315,-6,A,America/Chicago,missouri
SIT,Sitka Rocky Gutierrez,57.47138,-135.361611,21,-9,A,America/Anchorage,alaska
SJC,Norman Y Mineta San Jose Intl,37.3626,-121.929022,62,-8,A,America/Los_Angeles,california
SJT,San Angelo Rgnl Mathis Fld,31.35775,-100.496306,1919,-6,A,America/Chicago,texas
SKA,Fairchild Afb,47.615058,-117.655772,2461,-8,A,America/Los_Angeles,washington
SKF,Lackland Afb Kelly Fld Annex,29.384228,-98.581108,691,-6,A,America/Chicago,texas
SKK,Shaktoolik Airport,64.371111,-161.223889,24,-9,A,America/Anchorage,alaska
SKY,Griffing Sandusky,41.433361,-82.652333,580,-5,A,America/New_York,ohio
SLC,Salt Lake City Intl,40.788389,-111.977772,4227,-7,A,America/Denver,utah
SLE,McNary Field,44.9095,-123.003,214,-8,A,America/Los_Angeles,oregon
SLK,Adirondack Regional Airport,44.3853,-74.2062,1663,-5,A,America/New_York,new york
SLN,Salina Municipal Airport,38.791,-97.6522,1288,-6,A,America/Chicago,kansas
SLQ,Sleetmute Airport,61.700566,-157.165833,190,-9,A,America/Anchorage,alaska
SMD,Smith Fld,41.143353,-85.152778,834,-5,A,America/New_York,texas
SME,Lake Cumberland Regional Airport,37.53611,-84.615556,927,-5,A,America/New_York,kentucky
SMF,Sacramento Intl,38.695417,-121.590778,27,-8,A,America/Los_Angeles,california
SMK,St. Michael Airport,63.49,-162.110278,98,-9,A,America/Anchorage,alaska
SMN,Lemhi County Airport,45.123889,-113.881389,4043,-7,A,America/Denver,idaho
SMO,Santa Monica Municipal Airport,34.158333,-118.4513056,177,-8,A,America/Los_Angeles,california
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,34.8989,-120.457,261,-8,A,America/Los_Angeles,california
SNA,John Wayne Arpt Orange Co,33.675667,-117.868222,56,-8,A,America/Los_Angeles,california
SNP,St Paul Island,57.167333,-170.220444,63,-9,A,America/Anchorage,alaska
SNY,Sidney Muni Airport,41.10167,-102.985,4313,-7,A,America/Denver,nebraska
SOP,Moore County Airport,35.2376111,-79.3887958,455,-5,A,America/New_York,texas
SOW,Show Low Regional Airport,34.265556,-110.005556,6415,-7,A,America/Phoenix,arizona
SPB,Scappoose Industrial Airpark,45.771028,-122.861833,58,-8,A,America/Los_Angeles,oregon
SPF,Black Hills Airport-Clyde Ice Field,44.4811407,-103.7860053,3931,-7,A,America/Denver,south dakota
SPG,Albert Whitted,27.765111,-82.626972,7,-5,A,America/New_York,florida
